course_id,instructor,gradeACount,gradeBCount,gradeCCount,gradeDCount,gradeFCount,gradePCount,gradeNPCount
SOCIOL161,"STRINGS, S.",92,50,17,3,7,1,1
SOCIOL180AW,"KIM, J.",80,112,37,7,0,1,1
SOCIOLH188A,"CARIAN, E.",13,0,0,0,0,0,0
SPANISH1A,"TORRES, J.",344,146,36,8,6,48,16
SPANISH1B,"TORRES, J.",310,156,31,6,8,71,6
SPANISH1C,"TORRES, J.",254,124,33,3,3,60,5
SPANISH2A,"TORRES, J.",224,98,22,4,8,37,3
SPANISH2B,"TORRES, J.",176,86,23,2,4,41,1
SPANISH3H,"TORRES, J.",192,34,11,1,1,6,2
SPANISH60E,"SEFAMI, J.",293,31,5,2,5,8,0
SPANISH101A,"MORALES-RIVERA, S.",62,24,0,0,1,1,1
SPANISH105,"MORA QUILON, M.",52,31,8,0,0,1,0
SPANISH107,"MORA QUILON, M.",49,62,31,9,2,5,1
SPANISH121,"AVILES, L.",65,11,0,0,2,1,0
SPANISH123,"MORALES-RIVERA, S.",29,7,0,0,2,0,0
SPANISH130C,"SEFAMI, J.",57,19,0,0,1,0,0
STATS6,"ARMSTRONG, D.",112,5,3,0,0,0,0
STATS7,"BALDI, B.",1086,1387,855,360,287,70,75
STATS7,"MORROW, S.",417,299,110,55,39,9,2
STATS8,"BALDI, B.",552,604,306,130,86,11,17
STATS67,"ARMSTRONG, D.",2354,874,292,68,72,11,7
STATS67,"GULESSERIAN, S.",1177,233,32,4,1,11,1
STATS110,"GULESSERIAN, S.",749,199,47,5,0,44,5
STATS120A,"SHEN, W.",44,32,24,26,5,6,3
UNIAFF1A,"TALESH, R.",0,0,0,0,0,2821,72
UCDC170,"MALLEN, M.",0,0,0,0,0,112,0
UPPP8,"ULIBARRI, N.",522,118,18,5,2,2,1
UPPP40,"RENDON, M.",133,86,19,3,10,2,1
UPPP100,"KIM, H.",143,36,9,2,4,8,4
UPPP102,"BOLLENS, S.",208,151,75,10,6,14,1
UPPP103,"PIPKIN, S.",54,22,9,5,7,1,0
UPPP110,"KIM, J.",71,75,41,0,1,5,1
UPPP120,"GARRISON, J.",205,44,3,0,0,0,1
UPPP145,"ULIBARRI, N.",220,124,7,0,1,2,1
UPPP166,"GIBSON, S.",131,76,8,0,0,0,0
VIETMSE1A,"TRAN, T.",103,22,5,0,0,13,1
VIETMSE2A,"TRAN, T.",42,30,2,0,0,6,0
WRITING30,"JUN, S.",25,4,2,0,0,0,0
WRITING30,"NWABUNNIA, E.",36,5,1,0,1,3,0
WRITING30,"BENSE, B.",40,4,1,0,1,1,0
WRITING30,"NGUYEN, L.",37,6,1,0,0,2,0
WRITING30,"FOWLER, M.",27,14,3,0,1,1,0
WRITING30,"LOPEZ, A.",39,5,0,0,1,1,0
WRITING31,"SCHULTZ, R.",63,6,2,0,3,4,0
WRITING31,"COMER, J.",38,4,2,0,0,2,1
WRITING31,"WATSON, E.",15,0,0,0,0,0,0
WRITING31,"GRIMES, L.",41,3,1,0,0,0,0
WRITING31,"CRAIG, C.",28,8,1,0,1,2,0
WRITING31,"CAMPO BOWEN, K.",38,7,0,0,0,0,0
WRITING40,"GERACI, J.",29,17,6,0,6,8,1
WRITING40,"MCKAY, L.",32,36,20,4,5,22,9
WRITING40,"WINIARSKI, C.",6,17,1,0,2,5,0
WRITING40,"LERNER, S.",14,18,2,0,1,3,0
WRITING40,"GULLABA, A.",11,11,5,1,5,13,5
WRITING40,"BRAUER ROGERS, E.",13,8,0,0,4,5,1
WRITING40,"OH, H.",18,13,2,0,5,7,1
WRITING40,"BAUMGARTNER, J.",10,4,0,0,0,3,0
WRITING40,"ANDREASEN, M.",11,57,7,0,0,13,2
WRITING40A,"LILLMARS, B.",7,9,3,0,1,2,1
WRITING45,"HAAS, L.",21,10,0,0,0,4,0
WRITING45,"EASON, L.",7,26,1,0,0,4,0
WRITING45,"DANNER, K.",9,20,6,0,0,3,0
WRITING45,"ELLIS, T.",17,13,0,0,0,7,0
WRITING45,"CHIENG, C.",34,32,4,0,0,6,0
WRITING45,"DELANY-ULLMAN, L.",15,30,10,1,3,6,1
WRITING45,"VENEGAS, Y.",17,10,2,0,0,8,0
WRITING45,"WELLS, E.",16,12,3,0,0,6,0
WRITING50,"SEWARD, S.",60,48,8,0,1,3,1
WRITING50,"EASON, K.",12,15,3,0,0,7,0
WRITING50,"OLESEN, I.",35,13,1,1,1,7,1
WRITING50,"SIMS, R.",24,62,11,1,5,8,1
WRITING50,"MCCLURE, G.",26,17,3,1,4,1,2
WRITING50,"KIKLOWICZ, D.",82,46,7,0,6,26,1
WRITING50,"SUH, H.",17,0,0,0,1,0,0
WRITING50,"AGUDO, E.",16,1,1,0,0,0,0
WRITING50,"MAZZACANE, D.",29,9,0,0,2,1,0
WRITING50,"GOLDMAN, M.",80,8,4,2,3,2,2
WRITING50,"LI, R.",35,4,0,0,0,0,0
WRITING50,"ABOLAIL, S.",16,0,0,0,1,2,0
WRITING50,"SHANK, D.",24,7,3,0,1,1,1
WRITING50,"SCHULTE, J.",68,11,0,0,4,17,0
WRITING50,"WILLIAMSON, A.",16,1,0,0,0,2,0
WRITING50,"MCBURNIE-NICOL, P.",28,6,0,1,0,4,0
WRITING50,"MORRELL, I.",17,23,0,0,0,2,0
WRITING50,"DEITCH, H.",35,3,0,1,0,1,0
WRITING50,"KING, L.",10,6,1,0,0,2,0
WRITING50,"STREITFELD, S.",27,4,0,0,0,4,1
WRITING50,"NIEMAN, J.",64,23,4,0,3,19,6
WRITING50,"FAY, B.",14,2,0,0,0,3,0
WRITING50,"KEELER, C.",16,27,3,1,2,6,0
WRITING50,"HYATT, J.",33,2,0,0,0,7,0
WRITING50,"HUANG, I.",22,11,0,1,1,4,1
WRITING50,"NAGEL, N.",38,15,1,1,2,2,1
WRITING50,"VERNON, A.",15,1,0,0,0,1,1
WRITING50,"BACCHUS, H.",23,12,3,0,2,0,0
WRITING50,"MATHUR, D.",35,12,0,0,4,8,0
WRITING50,"ZHUANG, J.",27,24,7,0,7,6,1
WRITING50,"BOGHOZIAN, S.",16,1,0,1,0,0,0
WRITING50,"OBODIAC, E.",17,25,0,0,3,3,1
WRITING60,"ATAMDEDE, A.",113,24,2,0,4,5,1
WRITING60,"WEAVER, H.",8,7,0,0,1,1,1
WRITING60,"DEASON, J.",55,1,0,0,2,5,0
WRITING60,"DUBEY, J.",31,13,9,1,2,5,3
WRITING60,"LEE, C.",34,2,0,1,4,0,0
WRITING60,"PRICE, D.",32,16,2,0,4,7,0
WRITING60,"LEWIN, K.",20,1,0,0,2,11,0
WRITING60,"COLE, M.",28,5,2,0,2,2,1
WRITING60,"SMITH-NEWMAN, J.",90,0,0,1,5,2,1
WRITING60,"FRUITS, A.",60,1,0,2,1,0,0
WRITING60,"MIXDORF, F.",58,1,0,0,2,2,0
WRITING60,"SHENANDOAH, T.",15,1,0,0,2,0,0
WRITING60,"MENDEZ, E.",46,12,1,1,0,3,0
WRITING60,"BURKE, T.",14,0,0,0,1,2,0
WRITING60,"LE, K.",15,0,0,0,0,1,1
WRITING60,"JOHNSON, K.",20,7,1,0,3,2,0
WRITING60,"BARBERA, S.",21,10,2,0,1,4,1
WRITING60,"BELL, K.",46,77,3,3,5,8,0
WRITING60,"KLARIN, A.",43,7,3,0,0,8,1
WRITING60,"YAMADA, J.",11,1,0,1,0,3,2
WRITING60,"WYATT, E.",12,0,1,2,3,1,0
WRITING60,"PROKHOROV, N.",39,15,2,0,1,1,0
WRITING60,"COLLINS, R.",74,6,3,0,2,5,1
WRITING60,"HANSON-KEGERRE, S.",29,4,0,0,1,4,0
WRITING60,"DEARBORN, E.",23,13,2,0,1,1,1
WRITING60,"BAKER, P.",46,9,5,0,1,2,0
WRITING60,"DE PETRIS, A.",38,0,0,0,1,2,0
WRITING60,"BIESER, B.",59,1,0,0,3,1,0
WRITING60,"WEINBERG, D.",73,7,0,0,0,11,0
WRITING60,"VARELA, C.",21,7,0,0,2,4,0
WRITING60,"FISCHER, A.",34,24,11,0,3,10,1
WRITING60,"RANJHA, S.",13,4,0,0,0,1,0
WRITING60,"ENG, W.",19,5,1,0,0,1,0
WRITING60,"SPEER, M.",12,2,0,0,1,0,0
WRITING60,"MARTINO, N.",39,2,0,0,1,0,0
WRITING60,"DERIEUX-CEREZO, A.",50,11,0,0,0,3,0
WRITING60,"CHANG, R.",39,30,11,1,1,8,2
WRITING60,"WAY, J.",24,21,6,0,2,5,1
WRITING60,"LIN, J.",25,2,0,1,2,4,0
WRITING60,"GOLDSTEIN, R.",8,5,0,0,2,1,0
WRITING60,"GAROFANO, G.",39,12,2,1,4,4,1
WRITING60,"MARIANI, L.",29,4,0,0,0,3,0
WRITING60,"SHARIF, S.",18,1,0,0,0,0,0
WRITING60,"MALONE, A.",35,1,0,0,0,1,0
WRITING60,"CIBULA III, P.",69,35,6,1,3,9,1
WRITING90,"SCHULTZ, R.",26,0,0,0,0,1,1
WRITING91,"WATKINS, C.",47,0,0,0,0,0,0
WRITING101W,"LATIOLAIS, P.",64,3,0,0,1,0,0
WRITING197,"HALEY, J.",0,0,0,0,0,13,0
WRITING197,"PIERSON, P.",0,0,0,0,0,492,1
ART1B,"DAVYDOV, M.",123,34,8,2,2,6,1
ART8,"TREND, D.",3154,74,9,2,4,43,5
ART11A,"CARSON, J.",227,31,5,0,1,6,0
ART12A,"JACKSON, J.C.",347,24,3,2,2,17,1
ART20A,"GROSS, E.",12,8,0,0,0,0,0
ART40,"FUENTES, R.",13,1,0,0,0,0,0
ART51,"GLYNN, L.",16,2,0,0,0,0,0
ART71A,"HERNANDEZ PENA, N.",12,1,0,0,0,0,0
ART95,"BOWMAN, B.",47,3,0,0,0,1,0
ART100,"LEWIS, J.",77,7,2,1,1,0,0
ART100,"BENSON, Z.",14,7,1,0,0,0,0
ART101W,"RYAHL, A.",11,0,0,0,0,0,0
ART109,"OLIVER, D.",36,2,1,0,0,0,0
ART125,"ROBERTS, S.",21,0,0,0,1,0,0
ART131,"GLYNN, L.",10,0,0,0,0,0,0
ART138,"LEWIS, J.",52,13,5,0,1,1,0
ART141,"YONEMOTO, B.",60,5,0,0,0,0,0
ART150C,"AWAD, S.",120,16,3,0,1,0,0
ART152A,"BORNSTEIN, J.",66,10,0,0,0,0,0
ART152C,"COOLIDGE, M.",11,5,0,0,0,0,0
ART154,"OLIVER, D.",17,4,0,0,0,0,0
ART170,"MAJOLI, M.",51,16,0,1,1,0,0
ART189,"ANASTAS, R.",34,6,0,0,0,0,0
ART190,"MARTINEZ, D.",107,1,1,0,0,0,0
ART199,"GLYNN, L.",4,0,0,0,0,16,0
ART199,"PASTOR, J.",14,0,0,0,0,78,0
ART220,"ANASTAS, R.",19,0,0,0,0,0,0
ART240,"COOLIDGE, M.",10,0,0,0,0,0,0
ART240,"PASTOR, J.",10,0,0,0,0,0,0
DANCE30B,"DIEFENDERFER, D.",0,0,0,0,0,67,0
DANCE40B,"GILMOUR, L.",0,0,0,0,0,68,1
DANCE50B,"JOHNSON, A.",0,0,0,0,0,75,4
DANCE52B,"JOHNSON, A.",60,14,1,1,0,11,0
DANCE53B,"JOHNSON, A.",0,0,0,0,0,57,2
DANCE60B,"GILMOUR, L.",64,8,1,0,0,0,0
DANCE81,"COREY, M.",51,21,14,4,1,7,2
DANCE90B,"FISHER, J.",127,20,3,1,0,0,0
DANCE100,"SHARP, K.",134,34,7,0,1,0,0
DANCE104,"DIEFENDERFER, D.",42,0,0,0,0,0,0
DANCE132B,"DE SOUZA SANTO, V.",7,16,0,0,0,4,1
DANCE133B,"DIEFENDERFER, D.",25,13,0,0,0,3,0
DANCE134B,"DE SOUZA SANTO, V.",19,12,0,0,0,4,2
DANCE135B,"DE SOUZA SANTO, V.",7,3,0,0,0,2,0
DANCE139,"DE SOUZA SANTO, V.",18,5,0,0,0,0,0
DANCE143B,"GILMOUR, L.",129,22,8,2,1,0,1
DANCE144B,"GILMOUR, L.",15,7,3,2,1,6,0
DANCE152B,"JOHNSON, A.",29,2,0,0,0,0,0
DANCE153B,"JOHNSON, A.",37,17,1,0,0,0,0
DANCE155B,"JOHNSON, A.",30,0,0,0,1,2,0
DANCE156B,"JOHNSON, A.",28,0,0,0,0,1,0
DANCE170,"REED, C.",54,0,0,0,0,0,0
DANCE185W,"FISHER, J.",72,10,1,0,2,0,0
DANCE193,"CRAWFORD, J.",12,0,0,0,0,0,0
DRAMA16,"REYNOLDS, B.",155,24,3,0,3,17,2
DRAMA30B,"BASSHAM, C.",181,109,20,3,0,2,0
DRAMA40B,"HE, T.",19,0,1,0,0,0,0
DRAMA40B,"KUBIAK, A.",95,30,7,2,7,1,0
DRAMA40B,"HUANG, C.",9,9,1,0,0,0,0
DRAMA40B,"ABADIAN, T.",11,1,2,1,0,0,0
DRAMA50B,"CORONA, A.",18,2,0,0,0,0,0
DRAMA50C,"ALCARAZ, L.",54,3,0,0,0,3,0
DRAMA50D,"DAROS, C.",12,5,2,0,2,0,0
DRAMA100,"CARRILLO, J.",10,0,0,0,0,0,0
DRAMA101A,"HILL, D.",64,3,1,1,0,1,0
DRAMA101B,"HILL, D.",90,3,1,0,0,0,0
DRAMA101C,"HILL, D.",25,1,0,0,0,1,0
DRAMA101D,"HILL, D.",24,1,0,0,0,0,0
DRAMA112W,"MUNRO, I.",71,61,4,1,3,2,0
DRAMA118,"KUBIAK, A.",133,0,0,0,0,0,0
DRAMA126,"PRICE, Z.",14,5,2,0,2,0,0
DRAMA129W,"ROCHA, R.",55,10,3,0,2,0,1
DRAMA129W,"REYNOLDS, B.",27,16,6,1,2,1,0
DRAMA135,"SIMON, E.",83,1,0,0,0,0,0
DRAMA143B,"DELANEY, M.",71,4,0,0,0,1,0
DRAMA146,"DELANEY, M.",79,12,0,0,0,0,0
DRAMA148B,"DIETZ, Z.",23,16,7,0,3,3,3
DRAMA158,"DELGADILLO, E.",13,0,0,0,0,0,0
DRAMA164B,"DURBIN, H.",22,2,0,1,0,0,0
DRAMA182A,"PALERMO, A.",137,23,0,0,0,0,0
DRAMA198,"CARRILLO, J.",0,0,0,0,0,78,1
DRAMA199,"BASSHAM, C.",14,0,0,0,0,11,0
DRAMA199,"HILL, D.",73,0,0,0,0,5,0
DRAMA206,"BASSHAM, C.",29,9,0,0,0,5,0
DRAMA251A,"MAZOR, M.",18,0,0,0,0,0,0
DRAMA254,"HILL, D.",10,0,0,0,0,0,0
DRAMA259,"OLIVIERI, V.",18,0,0,0,0,0,0
DRAMA259,"BORBA, A.",18,0,0,0,0,0,0
MUSIC10,"GRIFFITT BEDEL, L.",15,6,1,2,0,0,0
MUSIC15,"FELTER, C.",13,7,3,0,5,1,0
MUSIC16B,"BUSTAMANTE, G.",18,5,1,1,1,0,0
MUSIC40C,"HAMMEL, S.",39,21,12,3,0,0,0
MUSIC45,"REARDON, C.",24,36,15,1,1,4,2
MUSIC51,"HUANG, C.",120,17,1,2,3,5,0
MUSIC78,"DUARTE MARTINS, J.",20,17,6,2,2,5,0
MUSIC82B,"OMOUMI, H.",43,8,1,0,0,6,0
MUSIC145W,"HAMMEL, S.",10,4,0,1,0,5,0
MUSIC147,"DUARTE MARTINS, J.",16,0,0,0,0,0,0
MUSIC155,"GERRARD, J.",15,7,0,0,0,0,0
MUSIC156B,"MININA, Y.",18,7,5,0,1,0,0
MUSIC161,"BALLAN, J.",117,0,0,0,0,0,0
MUSIC171,"CANCEAN, S.",59,5,0,0,0,2,0
MUSIC176,"BROWN, O.",50,0,0,0,0,0,0
BIOSCI3A,"METHERATE, R.",0,0,0,0,0,509,22
BIOSCI17,"ARNOLD, K.",73,5,0,0,0,0,0
BIOSCI41,"NICHOLAS, A.",196,66,28,3,2,25,2
BIOSCI48,"GUZOWSKI, J.",56,46,18,2,4,14,0
BIOSCI56,"ARNOLD, K.",56,10,1,0,1,4,0
BIOSCI94,"FAIOLA, C.",343,237,105,42,8,0,0
BIOSCI94,"HAMMER, T.",92,98,58,36,18,0,1
BIOSCI94,"EMERSON, J.",308,311,150,21,10,1,1
BIOSCI94,"AGUILAR-ROCA, N.",2345,657,192,51,31,5,2
BIOSCIH94,"HAMMER, T.",15,24,8,1,0,0,0
BIOSCI98,"GOULDING, C.",78,138,124,36,18,0,0
BIOSCI98,"KADANDALE, P.",1020,1545,472,53,45,4,1
BIOSCI98,"GONEN, S.",335,248,140,74,23,0,0
BIOSCID103,"MACGREGOR, G.",465,457,388,58,3,4,1
BIOSCID104,"CHO, K.",362,306,194,27,6,13,1
BIOSCID111L,"GELLER, C.",39,1,0,0,0,0,0
BIOSCID113,"ARORA, K.",22,0,0,0,0,0,0
BIOSCID130,"DIGMAN, M.",62,33,6,1,2,0,0
BIOSCID145,"BLUMBERG, B.",86,97,25,4,5,1,0
BIOSCID170,"WILLIAMS, A.",652,389,93,9,7,17,10
BIOSCIE106,"RANZ, J.",44,35,10,1,2,1,0
BIOSCIE109,"HACOPIAN, M.",118,113,70,22,8,0,0
BIOSCIE117B,"AZIZI, E.",66,0,0,0,0,0,0
BIOSCIE154,"THORNTON, K.",21,13,7,2,0,0,0
BIOSCIE168,"HARIYANI, I.",67,1,0,0,0,0,0
BIOSCIE183,"DALEY, M.",75,48,12,4,5,0,0
BIOSCIE184,"MOONEY, K.",98,20,2,0,0,1,0
BIOSCIM114L,"BARRY, R.",381,71,11,2,5,0,1
BIOSCIM118L,"SATO, B.",280,265,60,13,4,1,0
BIOSCIM121,"HUGHES, C.",78,105,97,41,28,4,2
BIOSCIM122,"HU, Y.",261,131,101,7,0,12,1
BIOSCIM124B,"TINOCO, R.",45,3,0,0,0,0,1
BIOSCIM125,"KONG, M.",181,67,12,0,0,2,1
BIOSCIM180,"HU, Y.",109,1,0,0,0,0,0
BIOSCIN115B,"LEW, A.",29,30,5,1,0,0,0
BIOSCIN119,"CAHILL, L.",7,3,0,0,0,0,0
BIOSCIN120B,"NICHOLAS, A.",498,3,0,0,0,0,0
BIOSCIN155,"COHEN-CORY, S.",166,4,0,0,0,0,0
BIOSCIN156,"GUZOWSKI, J.",61,39,28,3,3,0,0
BIOSCIN160,"HICKOK, G.",63,35,6,1,0,1,0
BIOSCIN164,"CHRASTIL, E.",55,20,4,2,0,3,1
BIOSCIN170,"MCEWAN, S.",530,20,1,0,1,0,0
BIOSCIN172,"BLURTON-JONES, M.",65,28,6,3,1,2,0
BIOSCI192,"FUNG, K.",10,0,0,0,0,0,0
BIOSCI193B,"HARVEY, R.",31,0,0,0,0,1,0
BIOSCI199,"AIZIK, S.",80,0,0,0,0,0,0
BIOSCI199,"GREEN, K.",10,0,0,0,0,0,0
BIOSCI199,"TRESEDER, K.",8,1,0,0,0,1,0
DEVBIO232,"BARDWELL, L.",12,0,0,0,0,0,0
DEVBIO245,"DONOVAN, P.",20,6,0,0,0,0,0
ECOEVO200B,"ALLISON, S.",10,0,0,0,0,0,0
ECOEVO203B,"ALLISON, S.",13,0,0,0,0,0,0
ECOEVO206,"FRANK, S.",10,0,0,0,0,0,0
ECOEVO207,"SYMONS, C.",15,0,0,0,0,0,0
ECOEVO262,"LONG, J.",51,0,0,0,0,0,0
ECOEVO264,"CAZEL, K.",14,0,0,0,0,0,0
ECOEVO267,"LONG, J.",18,1,0,0,0,0,0
ECOEVO270,"COFFEY, J.",13,0,0,0,0,0,0
ECOEVO286,"HENRY, A.",38,0,0,0,0,0,0
MOLBIO203,"COCCO, M.",10,18,2,0,0,0,0
MOLBIO215B,"LODOEN, M.",19,0,0,0,0,0,0
MOLBIO217A,"KONG, M.",11,3,0,0,0,0,0
MOLBIO251,"BOHLSON, S.",14,0,0,0,0,0,0
MOLBIO251L,"BOHLSON, S.",11,3,0,0,0,0,0
NEURBIO207,"LUR, G.",12,6,0,0,0,0,0
NEURBIO257,"FORTIN, N.",11,1,0,0,0,0,0
EDUC10,"RODRIGUEZ, F.",178,41,14,1,5,2,1
EDUC15,"LO-OH, J.",102,40,10,2,1,0,0
EDUC25,"ARUM, R.",279,39,7,1,5,0,2
EDUC50,"OVIATT, J.",192,93,17,8,7,10,1
EDUC80,"KROLL, J.",73,5,0,0,1,3,0
EDUC106,"CHIAVERINI, J.",372,87,10,4,7,10,0
EDUC107,"PARK, S.",41,40,6,1,2,0,0
EDUC109,"GIAKOUMIS, S.",146,13,1,0,0,0,0
EDUC122B,"WIRTH, D.",96,13,7,0,1,1,0
EDUC130,"VU, V.",16,41,6,0,0,2,0
EDUC131,"DOROUDI, S.",96,45,17,4,10,13,1
EDUC138,"CHUNG, H.",72,0,0,0,0,1,0
EDUC143AW,"TSAI, N.",20,4,0,0,0,0,0
EDUC143AW,"CERRAHOGLU, V.",65,8,0,0,0,0,0
EDUC144,"GOODRIDGE, S.",158,141,19,9,7,13,9
EDUC146,"RODRIGUEZ, F.",333,29,10,3,9,2,0
EDUC149,"COLLINS, P.",113,26,7,1,1,0,1
EDUC151,"COLLINS, P.",31,13,4,1,2,0,1
EDUC158,"FAY, L.",43,15,5,1,0,0,0
EDUC161,"WIRTH, D.",82,11,4,1,2,0,0
EDUC179W,"GATLIN NASH, B.",30,5,1,0,0,2,0
EDUC179W,"VU, V.",101,146,23,4,21,19,1
EDUC180,"WASHINGTON, J.",6,10,2,1,0,2,0
EDUC181A,"JOHNSTON, J.",148,93,16,0,1,2,0
EDUC198,"KROLL, J.",24,1,0,0,0,0,0
EDUC224A,"DOWELL, N.",10,0,0,0,0,0,0
EDUC225,"PEPPLER, K.",13,0,0,0,0,0,0
EDUC237,"DOROUDI, S.",7,3,0,0,0,0,0
EDUC246,"GUARINO, J.",59,0,1,0,0,0,0
EDUC246,"YOUNG, E.",34,6,0,0,0,0,0
EDUC246,"GIAKOUMIS, S.",40,0,0,0,0,0,0
EDUC250,"SANTAGATA, R.",17,0,0,0,0,0,0
EDUC265,"BAILEY, D.",21,0,0,0,0,0,0
EDUC283A,"WARSCHAUER, M.",12,3,0,0,0,0,0
EDUC304,"VON ASPEN, M.",83,4,1,1,0,0,0
EDUC306,"VON ASPEN, M.",27,1,0,0,0,0,0
EDUC307,"WARREN, A.",161,0,0,0,0,0,0
EDUC322B,"HENRY, V.",26,1,1,0,1,0,0
EDUC322B,"GUARINO, J.",31,0,0,0,0,0,0
EDUC325,"GREEBAN, E.",58,1,0,0,1,0,0
EDUC342A,"RESENDEZ, J.",17,0,0,0,0,0,0
EDUC342A,"STEWART, M.",22,0,0,0,0,0,0
EDUC342A,"HRUBY, J.",11,0,0,0,0,0,0
EDUC348A,"GATLIN NASH, B.",58,1,0,0,1,0,0
EDUC349,"PALOMINO, L.",37,3,0,0,0,0,0
EDUC349,"LEE-GIUSEFFI, R.",34,6,0,0,0,0,0
ENGR1A,"HOCHBAUM, A.",216,83,38,6,1,0,0
ENGR7B,"TSUGE, B.",236,8,1,1,0,0,0
ENGR7B,"ROHER, K.",41,2,0,0,0,0,0
ENGR7B,"WU, L.",634,76,6,0,1,0,0
ENGR30,"ESPERANZA, B.",8,6,6,4,3,0,0
ENGR54,"MAKHANI, E.",29,41,26,10,8,0,0
ENGR100,"LAU, E.",215,0,0,0,0,4,0
ENGR190W,"HARNICK-SHAPIR, B.",63,18,0,0,1,0,0
ENGR190W,"ESCOBAR, A.",36,0,0,0,0,0,0
ENGR200BP,"SAHOTA, N.",37,10,0,0,0,0,0
ENGR210P,"AHMADKHANLOU, F.",50,10,1,0,0,0,0
BME3,"BRODY, J.",8665,351,259,60,43,79,28
BME50A,"LIU, C.",128,290,53,2,0,1,0
BME60A,"POULADIAN, P.",32,10,3,0,1,0,0
BME110B,"BOTVINICK, E.",81,76,58,18,15,0,0
BME135,"DIGMAN, M.",195,59,6,1,0,2,0
BME140,"CHEN, Z.",243,282,24,4,3,0,0
BME147,"LEE, A.",52,66,5,0,1,3,0
BME150,"GROSBERG, A.",295,256,102,10,0,0,0
BME195,"KHERADVAR, A.",43,34,1,0,0,0,0
BME213,"BARDWELL, L.",10,0,0,0,0,0,0
BME221,"CHESLER, N.",11,11,0,0,0,0,0
BME230B,"KRUGGEL, F.",16,13,0,0,0,0,0
BME251,"MILNER, T.",9,6,0,0,0,0,0
BME202P,"DIGMAN, M.",13,1,0,0,0,0,0
CBE40B,"ARDONA, H.",10,15,16,1,2,1,0
CBE105,"STAMENKOVIC, V.",9,6,1,0,0,0,0
CBE110,"BUTKOVICH, N.",6,22,7,2,2,3,0
CBE120B,"LI, H.",59,94,66,17,2,4,0
CBE140B,"GUO, S.",8,17,3,0,0,0,0
CBE140B,"KNIGHT, D.",37,61,9,1,0,0,0
CBE150A,"HAMID, O.",38,66,6,1,0,0,0
CBE163,"READ, E.",74,18,1,0,0,0,0
CBE175,"ZENYUK, I.",21,29,5,3,1,0,1
CBE220A,"MOHRAZ, A.",7,15,0,0,0,0,0
CBE249,"HAYES, R.",14,3,0,0,0,0,0
CBE250,"VENUGOPALAN, V.",16,0,0,0,0,0,0
CBE297,"ZENYUK, I.",20,0,0,0,0,0,0
CSE90,"FIGUEIRA, O.",109,1,1,0,0,0,0
ECPS202,"AL FARUQUE, M.",25,6,0,0,0,0,0
ECPS204,"BOZORGZADEH, E.",31,0,0,0,0,0,0
ECPS211,"LEVORATO, M.",29,2,0,0,0,0,0
ENGRCEE11,"BANERJEE, T.",183,150,32,3,0,1,0
ENGRCEE30,"ESPERANZA, B.",7,15,11,6,11,0,0
ENGRCEE81B,"AGHAKOUCHAK, A.",388,219,22,2,2,1,0
ENGRCEE123,"AUZA, P.",12,9,1,0,0,0,0
ENGRCEE122,"FAN, X.",33,9,2,0,0,0,0
ENGRCEE130L,"FIGUEROA PALAC, G.",84,16,3,1,0,0,0
ENGRCEE149,"LANNING, J.",56,24,3,0,0,0,0
ENGRCEE151A,"ABDOLHOSSEINI, M.",24,23,19,14,1,0,0
ENGRCEE162,"ADELEYE, A.",71,117,36,6,5,0,0
ENGRCEE163,"AUSTIN, D.",9,8,0,0,2,0,0
ENGRCEE165,"AUSTIN, D.",8,3,2,1,0,0,0
ENGRCEE171,"BREEN, S.",16,58,18,0,0,0,0
ENGRCEE173,"AGHAKOUCHAK, A.",58,24,3,0,0,0,0
ENGRCEE252,"ABDOLHOSSEINI, M.",10,0,0,0,0,0,0
ENGRCEE255,"LANNING, J.",9,3,0,0,0,0,0
ENGRCEE270,"SANDERS, B.",10,0,0,0,0,0,0
ENGRCEE273,"AGHAKOUCHAK, A.",8,6,0,0,0,0,0
EECS22,"DOEMER, R.",82,45,44,21,28,1,2
EECS31,"DANG, Q.",587,286,152,64,43,7,3
EECS31L,"ELMALAKI, S.",197,133,32,16,17,1,1
EECS55,"JAFARKHANI, H.",193,303,207,107,48,2,2
EECS70A,"DE FLAVIIS, F.",111,350,268,46,81,0,1
EECS70LA,"DE FLAVIIS, F.",369,124,12,0,8,0,1
EECS70LA,"ALAMDAR, S.",9,4,0,0,0,0,0
EECS101,"HEALEY, G.",80,238,122,7,10,2,1
EECS116,"SHEU, C.",17,27,27,0,1,0,0
EECS118,"SHEU, C.",174,186,97,6,2,0,0
EECS141A,"EBRAHIMI, P.",39,50,39,20,2,2,0
EECS145,"CHEN, W.",345,149,62,16,11,0,0
EECS148,"LEVORATO, M.",89,66,2,0,0,0,0
EECS150,"EBRAHIMI, P.",117,165,145,57,17,0,1
EECS152B,"SWINDLEHURST, L.",7,15,15,6,0,0,0
EECS159B,"KLEINFELDER, S.",1302,81,6,0,0,0,0
EECS166A,"SMEDLEY, K.",24,51,22,13,1,1,0
EECS170A,"TSENG, P.",121,206,52,4,6,0,0
EECS170LA,"DIA, K.",18,31,10,1,1,0,0
EECS170LA,"TSENG, P.",167,76,37,4,5,1,0
EECS170B,"SHCHERBAKOV, M.",31,37,23,5,1,0,0
EECS170LB,"CHAKOMA, S.",70,24,4,3,1,0,0
